<anon> events\ACW.txt [province_event\option] (Line 1122, column 2) (Scope Country)
	Outgoing
		100253: common\cb_types.txt [gain_state_philipines_all\on_po_accepted\country_event] (Line 10326, column 3)
100253 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_philipines_all\on_po_accepted] (Line 10325, column 2) (Scope Country): common\cb_types.txt [gain_state_philipines_all\on_po_accepted\country_event] (Line 10326, column 3)
<anon> common\cb_types.txt [gain_state_australia_all\on_po_accepted] (Line 10442, column 2) (Scope Country)
	Outgoing
		100254: common\cb_types.txt [gain_state_australia_all\on_po_accepted\country_event] (Line 10443, column 3)
100254 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_australia_all\on_po_accepted] (Line 10442, column 2) (Scope Country): common\cb_types.txt [gain_state_australia_all\on_po_accepted\country_event] (Line 10443, column 3)
<anon> common\cb_types.txt [gain_state_newzeland_all\on_po_accepted] (Line 10559, column 2) (Scope Country)
	Outgoing
		100255: common\cb_types.txt [gain_state_newzeland_all\on_po_accepted\country_event] (Line 10560, column 3)
100255 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_newzeland_all\on_po_accepted] (Line 10559, column 2) (Scope Country): common\cb_types.txt [gain_state_newzeland_all\on_po_accepted\country_event] (Line 10560, column 3)
<anon> common\cb_types.txt [gain_state_pacific_all\on_po_accepted] (Line 10676, column 2) (Scope Country)
	Outgoing
		100256: common\cb_types.txt [gain_state_pacific_all\on_po_accepted\country_event] (Line 10677, column 3)
100256 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_pacific_all\on_po_accepted] (Line 10676, column 2) (Scope Country): common\cb_types.txt [gain_state_pacific_all\on_po_accepted\country_event] (Line 10677, column 3)
<anon> common\cb_types.txt [gain_state_korea_all\on_po_accepted] (Line 10793, column 2) (Scope Country)
	Outgoing
		100257: common\cb_types.txt [gain_state_korea_all\on_po_accepted\country_event] (Line 10794, column 3)
100257 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_korea_all\on_po_accepted] (Line 10793, column 2) (Scope Country): common\cb_types.txt [gain_state_korea_all\on_po_accepted\country_event] (Line 10794, column 3)
<anon> common\cb_types.txt [gain_state_nippon_all\on_po_accepted] (Line 10910, column 2) (Scope Country)
	Outgoing
		100258: common\cb_types.txt [gain_state_nippon_all\on_po_accepted\country_event] (Line 10911, column 3)
100258 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_nippon_all\on_po_accepted] (Line 10910, column 2) (Scope Country): common\cb_types.txt [gain_state_nippon_all\on_po_accepted\country_event] (Line 10911, column 3)
<anon> common\cb_types.txt [gain_state_canada_all\on_po_accepted] (Line 11027, column 2) (Scope Country)
	Outgoing
		100259: common\cb_types.txt [gain_state_canada_all\on_po_accepted\country_event] (Line 11028, column 3)
100259 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_canada_all\on_po_accepted] (Line 11027, column 2) (Scope Country): common\cb_types.txt [gain_state_canada_all\on_po_accepted\country_event] (Line 11028, column 3)
<anon> common\cb_types.txt [gain_state_mexico_all\on_po_accepted] (Line 11143, column 2) (Scope Country)
	Outgoing
		100260: common\cb_types.txt [gain_state_mexico_all\on_po_accepted\country_event] (Line 11144, column 3)
100260 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_mexico_all\on_po_accepted] (Line 11143, column 2) (Scope Country): common\cb_types.txt [gain_state_mexico_all\on_po_accepted\country_event] (Line 11144, column 3)
<anon> common\cb_types.txt [gain_state_centralamerica_all\on_po_accepted] (Line 11273, column 2) (Scope Country)
	Outgoing
		100261: common\cb_types.txt [gain_state_centralamerica_all\on_po_accepted\country_event] (Line 11274, column 3)
100261 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_centralamerica_all\on_po_accepted] (Line 11273, column 2) (Scope Country): common\cb_types.txt [gain_state_centralamerica_all\on_po_accepted\country_event] (Line 11274, column 3)
<anon> common\cb_types.txt [gain_state_carribean_all\on_po_accepted] (Line 11403, column 2) (Scope Country)
	Outgoing
		100262: common\cb_types.txt [gain_state_carribean_all\on_po_accepted\country_event] (Line 11404, column 3)
100262 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_carribean_all\on_po_accepted] (Line 11403, column 2) (Scope Country): common\cb_types.txt [gain_state_carribean_all\on_po_accepted\country_event] (Line 11404, column 3)
<anon> common\cb_types.txt [gain_state_venezuela_all\on_po_accepted] (Line 11533, column 2) (Scope Country)
	Outgoing
		100263: common\cb_types.txt [gain_state_venezuela_all\on_po_accepted\country_event] (Line 11534, column 3)
100263 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_venezuela_all\on_po_accepted] (Line 11533, column 2) (Scope Country): common\cb_types.txt [gain_state_venezuela_all\on_po_accepted\country_event] (Line 11534, column 3)
<anon> common\cb_types.txt [gain_state_columbia_all\on_po_accepted] (Line 11663, column 2) (Scope Country)
	Outgoing
		100264: common\cb_types.txt [gain_state_columbia_all\on_po_accepted\country_event] (Line 11664, column 3)
100264 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_columbia_all\on_po_accepted] (Line 11663, column 2) (Scope Country): common\cb_types.txt [gain_state_columbia_all\on_po_accepted\country_event] (Line 11664, column 3)
<anon> common\cb_types.txt [gain_state_ecuador_all\on_po_accepted] (Line 11793, column 2) (Scope Country)
	Outgoing
		100265: common\cb_types.txt [gain_state_ecuador_all\on_po_accepted\country_event] (Line 11794, column 3)
100265 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_ecuador_all\on_po_accepted] (Line 11793, column 2) (Scope Country): common\cb_types.txt [gain_state_ecuador_all\on_po_accepted\country_event] (Line 11794, column 3)
<anon> common\cb_types.txt [gain_state_peru_all\on_po_accepted] (Line 11923, column 2) (Scope Country)
	Outgoing
		100266: common\cb_types.txt [gain_state_peru_all\on_po_accepted\country_event] (Line 11924, column 3)
100266 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_peru_all\on_po_accepted] (Line 11923, column 2) (Scope Country): common\cb_types.txt [gain_state_peru_all\on_po_accepted\country_event] (Line 11924, column 3)
<anon> common\cb_types.txt [gain_state_brazil_all\on_po_accepted] (Line 12053, column 2) (Scope Country)
	Outgoing
		100267: common\cb_types.txt [gain_state_brazil_all\on_po_accepted\country_event] (Line 12054, column 3)
100267 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_brazil_all\on_po_accepted] (Line 12053, column 2) (Scope Country): common\cb_types.txt [gain_state_brazil_all\on_po_accepted\country_event] (Line 12054, column 3)
<anon> common\cb_types.txt [gain_state_paraguai_all\on_po_accepted] (Line 12183, column 2) (Scope Country)
	Outgoing
		100268: common\cb_types.txt [gain_state_paraguai_all\on_po_accepted\country_event] (Line 12184, column 3)
100268 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_paraguai_all\on_po_accepted] (Line 12183, column 2) (Scope Country): common\cb_types.txt [gain_state_paraguai_all\on_po_accepted\country_event] (Line 12184, column 3)
<anon> common\cb_types.txt [gain_state_argentina_all\on_po_accepted] (Line 12313, column 2) (Scope Country)
	Outgoing
		100269: common\cb_types.txt [gain_state_argentina_all\on_po_accepted\country_event] (Line 12314, column 3)
100269 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_argentina_all\on_po_accepted] (Line 12313, column 2) (Scope Country): common\cb_types.txt [gain_state_argentina_all\on_po_accepted\country_event] (Line 12314, column 3)
<anon> common\cb_types.txt [gain_state_bolivia_all\on_po_accepted] (Line 12443, column 2) (Scope Country)
	Outgoing
		100270: common\cb_types.txt [gain_state_bolivia_all\on_po_accepted\country_event] (Line 12444, column 3)
100270 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_bolivia_all\on_po_accepted] (Line 12443, column 2) (Scope Country): common\cb_types.txt [gain_state_bolivia_all\on_po_accepted\country_event] (Line 12444, column 3)
<anon> common\cb_types.txt [gain_state_chilie_all\on_po_accepted] (Line 12573, column 2) (Scope Country)
	Outgoing
		100271: common\cb_types.txt [gain_state_chilie_all\on_po_accepted\country_event] (Line 12574, column 3)
100271 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_chilie_all\on_po_accepted] (Line 12573, column 2) (Scope Country): common\cb_types.txt [gain_state_chilie_all\on_po_accepted\country_event] (Line 12574, column 3)
<anon> common\cb_types.txt [gain_state_uruguai_all\on_po_accepted] (Line 12703, column 2) (Scope Country)
	Outgoing
		100272: common\cb_types.txt [gain_state_uruguai_all\on_po_accepted\country_event] (Line 12704, column 3)
100272 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_uruguai_all\on_po_accepted] (Line 12703, column 2) (Scope Country): common\cb_types.txt [gain_state_uruguai_all\on_po_accepted\country_event] (Line 12704, column 3)
<anon> common\cb_types.txt [gain_state_southusa_all\on_po_accepted] (Line 12833, column 2) (Scope Country)
	Outgoing
		100273: common\cb_types.txt [gain_state_southusa_all\on_po_accepted\country_event] (Line 12834, column 3)
100273 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_southusa_all\on_po_accepted] (Line 12833, column 2) (Scope Country): common\cb_types.txt [gain_state_southusa_all\on_po_accepted\country_event] (Line 12834, column 3)
<anon> common\cb_types.txt [gain_state_northeastusa_all\on_po_accepted] (Line 12963, column 2) (Scope Country)
	Outgoing
		100274: common\cb_types.txt [gain_state_northeastusa_all\on_po_accepted\country_event] (Line 12964, column 3)
100274 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_northeastusa_all\on_po_accepted] (Line 12963, column 2) (Scope Country): common\cb_types.txt [gain_state_northeastusa_all\on_po_accepted\country_event] (Line 12964, column 3)
<anon> common\cb_types.txt [gain_state_midwestusa_all\on_po_accepted] (Line 13093, column 2) (Scope Country)
	Outgoing
		100275: common\cb_types.txt [gain_state_midwestusa_all\on_po_accepted\country_event] (Line 13094, column 3)
100275 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_midwestusa_all\on_po_accepted] (Line 13093, column 2) (Scope Country): common\cb_types.txt [gain_state_midwestusa_all\on_po_accepted\country_event] (Line 13094, column 3)
<anon> common\cb_types.txt [gain_state_westusa_all\on_po_accepted] (Line 13223, column 2) (Scope Country)
	Outgoing
		100276: common\cb_types.txt [gain_state_westusa_all\on_po_accepted\country_event] (Line 13224, column 3)
100276 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_westusa_all\on_po_accepted] (Line 13223, column 2) (Scope Country): common\cb_types.txt [gain_state_westusa_all\on_po_accepted\country_event] (Line 13224, column 3)
<anon> common\cb_types.txt [gain_state_southernrussia_all\on_po_accepted] (Line 13353, column 2) (Scope Country)
	Outgoing
		100277: common\cb_types.txt [gain_state_southernrussia_all\on_po_accepted\country_event] (Line 13354, column 3)
100277 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_southernrussia_all\on_po_accepted] (Line 13353, column 2) (Scope Country): common\cb_types.txt [gain_state_southernrussia_all\on_po_accepted\country_event] (Line 13354, column 3)
<anon> common\cb_types.txt [gain_state_centralrussia_all\on_po_accepted] (Line 13483, column 2) (Scope Country)
	Outgoing
		100278: common\cb_types.txt [gain_state_centralrussia_all\on_po_accepted\country_event] (Line 13484, column 3)
100278 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_centralrussia_all\on_po_accepted] (Line 13483, column 2) (Scope Country): common\cb_types.txt [gain_state_centralrussia_all\on_po_accepted\country_event] (Line 13484, column 3)
<anon> common\cb_types.txt [gain_state_northrennrussia_all\on_po_accepted] (Line 13613, column 2) (Scope Country)
	Outgoing
		100279: common\cb_types.txt [gain_state_northrennrussia_all\on_po_accepted\country_event] (Line 13614, column 3)
100279 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_northrennrussia_all\on_po_accepted] (Line 13613, column 2) (Scope Country): common\cb_types.txt [gain_state_northrennrussia_all\on_po_accepted\country_event] (Line 13614, column 3)
<anon> common\cb_types.txt [gain_state_ural_all\on_po_accepted] (Line 13743, column 2) (Scope Country)
	Outgoing
		100280: common\cb_types.txt [gain_state_ural_all\on_po_accepted\country_event] (Line 13744, column 3)
100280 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_ural_all\on_po_accepted] (Line 13743, column 2) (Scope Country): common\cb_types.txt [gain_state_ural_all\on_po_accepted\country_event] (Line 13744, column 3)
<anon> common\cb_types.txt [gain_state_southsiberia_all\on_po_accepted] (Line 13873, column 2) (Scope Country)
	Outgoing
		100281: common\cb_types.txt [gain_state_southsiberia_all\on_po_accepted\country_event] (Line 13874, column 3)
100281 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_southsiberia_all\on_po_accepted] (Line 13873, column 2) (Scope Country): common\cb_types.txt [gain_state_southsiberia_all\on_po_accepted\country_event] (Line 13874, column 3)
<anon> common\cb_types.txt [gain_state_centralsiberia_all\on_po_accepted] (Line 13929, column 2) (Scope Country)
	Outgoing
		100338: common\cb_types.txt [gain_state_centralsiberia_all\on_po_accepted\country_event] (Line 13930, column 3)
100338 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_centralsiberia_all\on_po_accepted] (Line 13929, column 2) (Scope Country): common\cb_types.txt [gain_state_centralsiberia_all\on_po_accepted\country_event] (Line 13930, column 3)
<anon> common\cb_types.txt [gain_state_northsiberia_all\on_po_accepted] (Line 14059, column 2) (Scope Country)
	Outgoing
		100282: common\cb_types.txt [gain_state_northsiberia_all\on_po_accepted\country_event] (Line 14060, column 3)
100282 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_northsiberia_all\on_po_accepted] (Line 14059, column 2) (Scope Country): common\cb_types.txt [gain_state_northsiberia_all\on_po_accepted\country_event] (Line 14060, column 3)
<anon> common\cb_types.txt [gain_state_fareast_all\on_po_accepted] (Line 14189, column 2) (Scope Country)
	Outgoing
		100283: common\cb_types.txt [gain_state_fareast_all\on_po_accepted\country_event] (Line 14190, column 3)
100283 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_fareast_all\on_po_accepted] (Line 14189, column 2) (Scope Country): common\cb_types.txt [gain_state_fareast_all\on_po_accepted\country_event] (Line 14190, column 3)
<anon> common\cb_types.txt [gain_state_primorie_all\on_po_accepted] (Line 14319, column 2) (Scope Country)
	Outgoing
		100284: common\cb_types.txt [gain_state_primorie_all\on_po_accepted\country_event] (Line 14320, column 3)
100284 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_primorie_all\on_po_accepted] (Line 14319, column 2) (Scope Country): common\cb_types.txt [gain_state_primorie_all\on_po_accepted\country_event] (Line 14320, column 3)
<anon> common\cb_types.txt [gain_state_manchu_all\on_po_accepted] (Line 14436, column 2) (Scope Country)
	Outgoing
		100285: common\cb_types.txt [gain_state_manchu_all\on_po_accepted\country_event] (Line 14437, column 3)
100285 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_manchu_all\on_po_accepted] (Line 14436, column 2) (Scope Country): common\cb_types.txt [gain_state_manchu_all\on_po_accepted\country_event] (Line 14437, column 3)
<anon> common\cb_types.txt [gain_state_gayana_all\on_po_accepted] (Line 14566, column 2) (Scope Country)
	Outgoing
		100286: common\cb_types.txt [gain_state_gayana_all\on_po_accepted\country_event] (Line 14567, column 3)
100286 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_gayana_all\on_po_accepted] (Line 14566, column 2) (Scope Country): common\cb_types.txt [gain_state_gayana_all\on_po_accepted\country_event] (Line 14567, column 3)
<anon> common\cb_types.txt [gain_state_libya_all\on_po_accepted] (Line 14683, column 2) (Scope Country)
	Outgoing
		100287: common\cb_types.txt [gain_state_libya_all\on_po_accepted\country_event] (Line 14684, column 3)
100287 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_libya_all\on_po_accepted] (Line 14683, column 2) (Scope Country): common\cb_types.txt [gain_state_libya_all\on_po_accepted\country_event] (Line 14684, column 3)
<anon> common\cb_types.txt [gain_state_tunis_all\on_po_accepted] (Line 14800, column 2) (Scope Country)
	Outgoing
		100288: common\cb_types.txt [gain_state_tunis_all\on_po_accepted\country_event] (Line 14801, column 3)
100288 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_tunis_all\on_po_accepted] (Line 14800, column 2) (Scope Country): common\cb_types.txt [gain_state_tunis_all\on_po_accepted\country_event] (Line 14801, column 3)
<anon> common\cb_types.txt [gain_state_algeria_all\on_po_accepted] (Line 14917, column 2) (Scope Country)
	Outgoing
		100289: common\cb_types.txt [gain_state_algeria_all\on_po_accepted\country_event] (Line 14918, column 3)
100289 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_algeria_all\on_po_accepted] (Line 14917, column 2) (Scope Country): common\cb_types.txt [gain_state_algeria_all\on_po_accepted\country_event] (Line 14918, column 3)
<anon> common\cb_types.txt [gain_state_morocco_all\on_po_accepted] (Line 15034, column 2) (Scope Country)
	Outgoing
		100290: common\cb_types.txt [gain_state_morocco_all\on_po_accepted\country_event] (Line 15035, column 3)
100290 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_morocco_all\on_po_accepted] (Line 15034, column 2) (Scope Country): common\cb_types.txt [gain_state_morocco_all\on_po_accepted\country_event] (Line 15035, column 3)
<anon> common\cb_types.txt [gain_state_egypt_all\on_po_accepted] (Line 15150, column 2) (Scope Country)
	Outgoing
		100291: common\cb_types.txt [gain_state_egypt_all\on_po_accepted\country_event] (Line 15151, column 3)
100291 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_egypt_all\on_po_accepted] (Line 15150, column 2) (Scope Country): common\cb_types.txt [gain_state_egypt_all\on_po_accepted\country_event] (Line 15151, column 3)
<anon> common\cb_types.txt [gain_state_ethiopia_all\on_po_accepted] (Line 15267, column 2) (Scope Country)
	Outgoing
		100292: common\cb_types.txt [gain_state_ethiopia_all\on_po_accepted\country_event] (Line 15268, column 3)
100292 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_ethiopia_all\on_po_accepted] (Line 15267, column 2) (Scope Country): common\cb_types.txt [gain_state_ethiopia_all\on_po_accepted\country_event] (Line 15268, column 3)
<anon> common\cb_types.txt [gain_state_sudan_all\on_po_accepted] (Line 15384, column 2) (Scope Country)
	Outgoing
		100293: common\cb_types.txt [gain_state_sudan_all\on_po_accepted\country_event] (Line 15385, column 3)
100293 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_sudan_all\on_po_accepted] (Line 15384, column 2) (Scope Country): common\cb_types.txt [gain_state_sudan_all\on_po_accepted\country_event] (Line 15385, column 3)
<anon> common\cb_types.txt [gain_state_sahara_all\on_po_accepted] (Line 15501, column 2) (Scope Country)
	Outgoing
		100294: common\cb_types.txt [gain_state_sahara_all\on_po_accepted\country_event] (Line 15502, column 3)
100294 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_sahara_all\on_po_accepted] (Line 15501, column 2) (Scope Country): common\cb_types.txt [gain_state_sahara_all\on_po_accepted\country_event] (Line 15502, column 3)
<anon> common\cb_types.txt [gain_state_westafrica_all\on_po_accepted] (Line 15618, column 2) (Scope Country)
	Outgoing
		100295: common\cb_types.txt [gain_state_westafrica_all\on_po_accepted\country_event] (Line 15619, column 3)
100295 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_westafrica_all\on_po_accepted] (Line 15618, column 2) (Scope Country): common\cb_types.txt [gain_state_westafrica_all\on_po_accepted\country_event] (Line 15619, column 3)
<anon> common\cb_types.txt [gain_state_centralafrica_all\on_po_accepted] (Line 15735, column 2) (Scope Country)
	Outgoing
		100296: common\cb_types.txt [gain_state_centralafrica_all\on_po_accepted\country_event] (Line 15736, column 3)
100296 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_centralafrica_all\on_po_accepted] (Line 15735, column 2) (Scope Country): common\cb_types.txt [gain_state_centralafrica_all\on_po_accepted\country_event] (Line 15736, column 3)
<anon> common\cb_types.txt [gain_state_southafrica_all\on_po_accepted] (Line 15852, column 2) (Scope Country)
	Outgoing
		100297: common\cb_types.txt [gain_state_southafrica_all\on_po_accepted\country_event] (Line 15853, column 3)
100297 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_southafrica_all\on_po_accepted] (Line 15852, column 2) (Scope Country): common\cb_types.txt [gain_state_southafrica_all\on_po_accepted\country_event] (Line 15853, column 3)
<anon> common\cb_types.txt [gain_state_eastafrica_all\on_po_accepted] (Line 15969, column 2) (Scope Country)
	Outgoing
		100298: common\cb_types.txt [gain_state_eastafrica_all\on_po_accepted\country_event] (Line 15970, column 3)
100298 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_eastafrica_all\on_po_accepted] (Line 15969, column 2) (Scope Country): common\cb_types.txt [gain_state_eastafrica_all\on_po_accepted\country_event] (Line 15970, column 3)
<anon> common\cb_types.txt [gain_state_madagascar_all\on_po_accepted] (Line 16086, column 2) (Scope Country)
	Outgoing
		100299: common\cb_types.txt [gain_state_madagascar_all\on_po_accepted\country_event] (Line 16087, column 3)
100299 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_madagascar_all\on_po_accepted] (Line 16086, column 2) (Scope Country): common\cb_types.txt [gain_state_madagascar_all\on_po_accepted\country_event] (Line 16087, column 3)
<anon> common\cb_types.txt [gain_state_mongolia_all\on_po_accepted] (Line 16203, column 2) (Scope Country)
	Outgoing
		100300: common\cb_types.txt [gain_state_mongolia_all\on_po_accepted\country_event] (Line 16204, column 3)
100300 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_mongolia_all\on_po_accepted] (Line 16203, column 2) (Scope Country): common\cb_types.txt [gain_state_mongolia_all\on_po_accepted\country_event] (Line 16204, column 3)
<anon> common\cb_types.txt [gain_state_xinjiang_all\on_po_accepted] (Line 16320, column 2) (Scope Country)
	Outgoing
		100301: common\cb_types.txt [gain_state_xinjiang_all\on_po_accepted\country_event] (Line 16321, column 3)
100301 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_xinjiang_all\on_po_accepted] (Line 16320, column 2) (Scope Country): common\cb_types.txt [gain_state_xinjiang_all\on_po_accepted\country_event] (Line 16321, column 3)
<anon> common\cb_types.txt [gain_state_tibet_all\on_po_accepted] (Line 16364, column 2) (Scope Country)
	Outgoing
		100302: common\cb_types.txt [gain_state_tibet_all\on_po_accepted\country_event] (Line 16365, column 3)
100302 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_tibet_all\on_po_accepted] (Line 16364, column 2) (Scope Country): common\cb_types.txt [gain_state_tibet_all\on_po_accepted\country_event] (Line 16365, column 3)
<anon> common\cb_types.txt [gain_state_westchina_all\on_po_accepted] (Line 16482, column 2) (Scope Country)
	Outgoing
		100303: common\cb_types.txt [gain_state_westchina_all\on_po_accepted\country_event] (Line 16483, column 3)
100303 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_westchina_all\on_po_accepted] (Line 16482, column 2) (Scope Country): common\cb_types.txt [gain_state_westchina_all\on_po_accepted\country_event] (Line 16483, column 3)
<anon> common\cb_types.txt [gain_state_southernchina_all\on_po_accepted] (Line 16599, column 2) (Scope Country)
	Outgoing
		100304: common\cb_types.txt [gain_state_southernchina_all\on_po_accepted\country_event] (Line 16600, column 3)
100304 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_southernchina_all\on_po_accepted] (Line 16599, column 2) (Scope Country): common\cb_types.txt [gain_state_southernchina_all\on_po_accepted\country_event] (Line 16600, column 3)
<anon> common\cb_types.txt [gain_state_centralchina_all\on_po_accepted] (Line 16716, column 2) (Scope Country)
	Outgoing
		100305: common\cb_types.txt [gain_state_centralchina_all\on_po_accepted\country_event] (Line 16717, column 3)
100305 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_centralchina_all\on_po_accepted] (Line 16716, column 2) (Scope Country): common\cb_types.txt [gain_state_centralchina_all\on_po_accepted\country_event] (Line 16717, column 3)
<anon> common\cb_types.txt [gain_state_northchina_all\on_po_accepted] (Line 16833, column 2) (Scope Country)
	Outgoing
		100306: common\cb_types.txt [gain_state_northchina_all\on_po_accepted\country_event] (Line 16834, column 3)
100306 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_northchina_all\on_po_accepted] (Line 16833, column 2) (Scope Country): common\cb_types.txt [gain_state_northchina_all\on_po_accepted\country_event] (Line 16834, column 3)
<anon> common\cb_types.txt [gain_state_austrianitaly_all\on_po_accepted] (Line 16949, column 2) (Scope Country)
	Outgoing
		100340: common\cb_types.txt [gain_state_austrianitaly_all\on_po_accepted\country_event] (Line 16950, column 3)
100340 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_austrianitaly_all\on_po_accepted] (Line 16949, column 2) (Scope Country): common\cb_types.txt [gain_state_austrianitaly_all\on_po_accepted\country_event] (Line 16950, column 3)
<anon> common\cb_types.txt [gain_state_elsas_all\on_po_accepted] (Line 17065, column 2) (Scope Country)
	Outgoing
		100341: common\cb_types.txt [gain_state_elsas_all\on_po_accepted\country_event] (Line 17066, column 3)
100341 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_elsas_all\on_po_accepted] (Line 17065, column 2) (Scope Country): common\cb_types.txt [gain_state_elsas_all\on_po_accepted\country_event] (Line 17066, column 3)
<anon> common\cb_types.txt [gain_state_savoia_all\on_po_accepted] (Line 17181, column 2) (Scope Country)
	Outgoing
		100342: common\cb_types.txt [gain_state_savoia_all\on_po_accepted\country_event] (Line 17182, column 3)
100342 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_savoia_all\on_po_accepted] (Line 17181, column 2) (Scope Country): common\cb_types.txt [gain_state_savoia_all\on_po_accepted\country_event] (Line 17182, column 3)
<anon> common\cb_types.txt [annex_zigmaringen\on_po_accepted] (Line 17297, column 2) (Scope Country)
	Outgoing
		100343: common\cb_types.txt [annex_zigmaringen\on_po_accepted\country_event] (Line 17298, column 3)
100343 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [annex_zigmaringen\on_po_accepted] (Line 17297, column 2) (Scope Country): common\cb_types.txt [annex_zigmaringen\on_po_accepted\country_event] (Line 17298, column 3)
<anon> common\cb_types.txt [annex_gibraltar\on_po_accepted] (Line 17340, column 2) (Scope Country)
	Outgoing
		100345: common\cb_types.txt [annex_gibraltar\on_po_accepted\country_event] (Line 17341, column 3)
100345 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [annex_gibraltar\on_po_accepted] (Line 17340, column 2) (Scope Country): common\cb_types.txt [annex_gibraltar\on_po_accepted\country_event] (Line 17341, column 3)
<anon> common\cb_types.txt [annex_suez\on_po_accepted] (Line 17383, column 2) (Scope Country)
	Outgoing
		100344: common\cb_types.txt [annex_suez\on_po_accepted\country_event] (Line 17384, column 3)
100344 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [annex_suez\on_po_accepted] (Line 17383, column 2) (Scope Country): common\cb_types.txt [annex_suez\on_po_accepted\country_event] (Line 17384, column 3)
<anon> common\cb_types.txt [annex_panama\on_po_accepted] (Line 17426, column 2) (Scope Country)
	Outgoing
		100346: common\cb_types.txt [annex_panama\on_po_accepted\country_event] (Line 17427, column 3)
100346 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [annex_panama\on_po_accepted] (Line 17426, column 2) (Scope Country): common\cb_types.txt [annex_panama\on_po_accepted\country_event] (Line 17427, column 3)
<anon> common\cb_types.txt [gain_state_centralyugoslavia_all\on_po_accepted] (Line 17542, column 2) (Scope Country)
	Outgoing
